date,title,body
2007-05-18,jigメーラー サーバ側の修正,"jigメーラー サーバ側の変更を行いました。jigletのバージョンアップは不要です。
修正点は以下になります。
・メール送信に成功した時にエラーメールが届く不具合を修正"
2007-05-19,サーバ障害のお知らせ(2072),お客様番号の末尾が2072のお客様へ。5/19(土)9:52～10:35、ハードウェア障害によりご利用いただけない状況となっておりました。大変申し訳ありません。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2007-05-22,サーバ側の修正,"サーバ側の変更を行いました。アプリのバージョンアップは不要です。
修正点は以下になります。
【CSSレイアウト:有効】
・pタグのalign属性に対応
・大文字のスタイルプロパティ名に対応
・文章ビューでの改行の不具合を修正
・再読込で違うページを表示してしまう不具合を修正"
2007-05-23,jigフォトリリース,"jigフォトの提供を開始致しました。
jigフォトとは、jigブラウザから携帯電話に搭載されたカメラを起動して撮影した写真を自動でアップロードし、サーバ上の個人アルバムに保存できるjigletです。撮影した写真をサーバ上に枚数無制限でアップロードできるので、外部メモリを利用せずに保存しておくことが可能です。
※対応機種は、DoCoMo 90Xi/800i/70Xi/506i/505i/Music Porter/prosolidII/premini-IIS/MUSIC PORTER X、au W11H/W11K/A5403CA/A5406CA/A5407CAとなります。"
2007-05-23,jigブラウザver7.5.1リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.5.1となっております。 
DoCoMoの方はバージョンアップを、au、SoftBank、WILLCOMの方は再ダウンロードをお願いします。 
【DoCoMo 90Xi/703i/F702iD、au W11H/W11K/A5403CA/A5406CA/A5407CA、SoftBank、WILLCOM W-ZERO3】
・jiglet削除中にメッセージを表示するように修正
・imgタグのaltが空文字列の時、ツールチップを表示しないように修正
・タスク表示設定に一覧表示がない不具合を修正(メガiアプリのみ)
・一部jigletが正常に動作しない不具合を修正
・一部サイトで縮小機能を利用すると画像が崩れる不具合を修正
・一部サイトで正常に再読み込みが動作しないことがある不具合を修正
・90度回転を利用時、画面下までスクロールしない不具合を修正
・90度回転を利用時、キーと画面スクロール方向が一致しない不具合を修正
・お気に入り表示中の操作メニューで「新タスクで開く」がない不具合を修正
・ショートカットにCSS設定を設定時、ポルトガル語に変更できない不具合を修正"
2007-05-24,jigメーラー サーバ側の修正,"jigメーラー サーバ側の変更を行いました。jigletのバージョンアップは不要です。
修正点は以下になります。
・メールの受信失敗時にリトライするように変更
・一部のHTMLメールが閲覧できない不具合を修正
・一部のHTMLメールを含む添付HTMLファイルが文字化けする不具合を修正"
2007-05-24,jigブラウザHOME jigletリリース,"jigブラウザHOME jigletの提供を開始致しました。
jigブラウザHOME jigletとは、jigブラウザをより使いやすくするために開発された、起動後ホームに設定できるjigletです。
今後新規にダウンロードする「jigブラウザ」のデフォルトホームとして設定されます（除く30k版/au)。

アプリベースとなるjigブラウザHOMEは、現行のウェブページベースのホームと比べ、RSSのティッカー表示やホームのアイコンよりjigメーラーなどのjigletが起動可能です。また、大きく見やすいアイコンを配置したデザインを使用しており、jigブラウザを快適に使用できるように工夫されています。
※30k版はRSSのティッカー表示には非対応です。"
2007-05-25,jigフォトver1.0.1リリース,"jigフォトをバージョンアップしました。最新バージョンは1.0.1です。
修正点は以下の通りです。
・写真のサムネイル表示及び拡大表示にて、センタリングするように修正
・非対応端末での起動時、ダイアログを表示してjigフォトを終了させるように修正
・サムネイル削除後、画像が正常に表示されないことがある不具合を修正"
2007-05-25,DoCoMo新機種にjigブラウザが対応,"DoCoMo N904i/SH904iにjigブラウザが対応しました。
N904iの3インチ大画面WVGA液晶に対応する事でパソコンサイトを広範囲で表示することが可能です。また、HSDPA対応端末なので表示速度も早く、ますます快適にサイトを閲覧していただけます。SH904iのモーショントラッキングに対応する事で直感操作をjigブラウザでも体感することができます。"
2007-05-25,GPS位置検索1.0.1リリース,"GPS位置検索をバージョンアップしました。最新バージョンは1.0.1です。
修正点は以下の通りです。
・DoCoMo 904iに対応"
2007-05-25,jigブラウザver7.5.2リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.5.2となっております。
DoCoMoの方はバージョンアップをお願いします。
【DoCoMo 90Xi/703i/F702iD】
・ショートカットにモーショントラッキングを追加（DoCoMo SH904iのみ）
・一部端末で正常にiモードブラウザが起動しない不具合を修正
・一部端末でGPS位置検索jigletが正常に動作しない不具合を修正
※モーショントラッキングとは、端末を傾けると上下左右にスクロールする機能です。"
2007-05-28,jig.jp創業5年目突入記念キャンペーン,"創業5年目突入を記念して、法人用パッケージ『「5＋1」パック』を期間限定で発売致します。
『「5＋1」パック』とは、期間限定で発売するお得な法人向けjigブラウザパッケージです。キャンペーン実施期間中にjigブラウザ法人年間ライセンスを5本ご購入いただくと、年間ライセンスをもう1本無料でプレゼント致します。
詳細は、こちらをご覧下さい。
※キャンペーン実施期間は、5月28日(月)～6月29日(金)となります。"
2007-05-28,サーバ側の修正,"サーバ側の変更を行いました。アプリのバージョンアップは不要です。
修正点は以下になります。
・DoCoMo N904iで初期待受画像が小さい不具合を修正
※既に小さい画像をダウンロードされたお客様は、MENU＞設定＞待受画像設定＞初期状態に戻すに設定しなおして下さい。"
2007-05-31,jigブラウザver7.5.4リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.5.4となっております。
DoCoMoの方はバージョンアップをお願いします。
【DoCoMo 90Xi/703i/F702iD】
・端末とSDカード間でjigletを移動させる時にメッセージを出すように修正
・一部リンクが見づらくなる不具合を修正
・MENU＞設定＞表示設定＞言語設定が日本語以外に設定されている時、起動に時間がかかる不具合を修正"
2007-05-31,jigブラウザver7.5.3リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.5.3となっております。
DoCoMoの方はバージョンアップをお願いします。
【DoCoMo 90Xi/703i/F702iD】
・DoCoMo N904iで画像読込量が少ない不具合を改善
・DoCoMo N904iでスクリーンショットができない不具合を修正
・操作＞ページ情報＞iモードブラウザで開くを選択した時、確認ダイアログが２回表示される不具合を修正
・リンクにカーソルをあわせ、決定キー長押しのメニューからiモードブラウザで表示を選択した時、リンクのURLではなくサイトのURLを開く不具合を修正"
2007-06-05,Edy決済サービス定期メンテナンス,"6/20(水)2:00～7:00、Edyサーバ定期メンテナンスのため、Edy決済がご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
※日付に間違いがございましたので、日付の部分を修正しております。"
2007-06-08,新機種にjigブラウザが対応,"DoCoMo/auの新機種にjigブラウザが対応しました。
DoCoMo D904iのモーションコントロールに対応する事で振って動かす直感操作をjigブラウザでも体感することができます。なお、au W52SA/W52Hにも対応しました。

※モーションコントロールご利用方法
MENU＞設定＞ショートカット設定で任意のキーにモーションコントロールを割り当て、以後はキー操作でモーションコントロールのOn/Offを切り替えることが可能です。"
2007-06-08,jigブラウザver7.5.5リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.5.5となっております。
DoCoMoの方はバージョンアップをお願いします。
【DoCoMo 90Xi/703i/F702iD】
・ショートカットにモーションコントロールを追加(DoCoMo D904iのみ)
・一部機種での画像読み込み量を拡大
※モーションコントロールとは、端末を振って操作したり傾けて横表示にしたりすることができる機能です。"
2007-06-10,メールサーバ不具合のお知らせ,メールサーバの不具合により、6/10 12:00～22:20の間、サポートなどの受け付けができない状態となっておりました。ご迷惑おかけし大変申し訳ありません。恐れ入りますが、この時間帯にご連絡いただいた方は、ご再送いただきますようお願いいたします。
2007-06-11,SoftBankダウンロード不具合復旧,6/11(月)13:00頃～14:30頃、ダウンロードサーバの障害により、SoftBank端末からjigブラウザのダウンロードができない状態となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2007-06-11,クレジット決済システム障害復旧,6/11(月)10:00頃～12:30、クレジット決済システムにおいて障害が発生しており、一部のお客様の決済に影響が出ておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2007-06-11,クレジット決済システム障害,6/11(月)10:00頃～、クレジット決済システムにおいて障害が発生しており、一部のお客様の決済に影響が出ております。ご迷惑をおかけ致しており大変申し訳ありません。現在、復旧作業を行っております。復旧が確認できましたら再度お知らせ致しますので、何卒よろしくお願い致します。
2007-06-12,海外3G端末対応jig browserリリース,"日本国内でサービスを提供しているjigブラウザを海外3G端末に対応させ、海外版jig browserプレビューバージョンとして無料で提供を開始致します。基本言語は英語となっておりますが、今後、その他の言語も追加していく予定です。
jigブラウザの特徴である、豊富な表示モードと縦横斜め自由自在の高速スクロールはそのままご利用できます。また、jigブラウザをより便利にするjigletが海外版でもご利用でき、配色設定やRSS表示などのカスタマイズや、メーラーやスケジューラなどの機能拡張をすることができます。
※日本国内端末では海外3G端末用jig browserはご利用になれません。"
2007-06-14,jigブラウザver7.5.6リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.5.6となっております。
DoCoMoの方はバージョンアップをお願いします。
【DoCoMo 90Xi/703i/F702iD】
・メニューの表示を高速化
・縮小ビューのカーソル移動速度を変更(DoCoMo N904i/N903iのみ)
・スクリーンショットの位置を指定できるように変更(DoCoMo N904iのみ)
・サイズの大きい画像を保存する時、端末制限の480*480サイズに縮小するように修正(DoCoMo N904iのみ)
・ショートカットのCSS設定使用時、MENUの設定項目が切り替わらない不具合を修正

【DoCoMo 800i/702i/701i/700i/506i/505i/コンセプトモデル】
・CSS設定をショートカット設定にした時、再起動すると正常に動作しない不具合を修正

◇サーバ側
・チェックボックスのvalue属性が空の場合に対応
・特定のサイトで「対応していないXMLです。」と表示される不具合を修正
・srcが指定されていないiframeがある時、エラーが発生する不具合を修正
・特定の文字を表示時、端末が強制終了する不具合を修正(DoCoMo SH903iTVのみ) 

【CSSレイアウト:有効】
・スタイルプロパティ値が空の時、プロパティ自体を無視するように修正
・ページ内リンクが効かない不具合を修正
・iframe内でmetaタグによる再読込みがある時、画像を取得できない不具合を修正"
2007-06-15,jigブラウザver7.5.7リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.5.7となっております。
DoCoMoの方はバージョンアップをお願いします。
【DoCoMo 90Xi/703i/F702iD】
・HELPが正常に閲覧できない不具合を修正"
2007-06-19,サーバ障害復旧のお知らせ,お客様番号の末尾が1014のお客様へ。6/19(火)14:48～16:35、システム障害によりご利用いただけない状況となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2007-06-19,サーバ障害のお知らせ,お客様番号の末尾が1014のお客様へ。システム障害のためご利用いただけない状況となっております。ご迷惑をおかけ致しており大変申し訳ありません。現在、復旧作業を行っております。復旧が確認できましたら再度お知らせ致しますので、何卒よろしくお願い致します。
2007-06-20,クレジット決済システムメンテナンス,6/22(金)4:00～4:30、クレジット決済システムのメンテナンスのため、クレジット決済がご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
2007-06-21,jigアドレス サーバメンテナンス,6/25(月)10:00～12:00、サーバメンテナンスのため、jigアドレスのサイトの閲覧・メールの送受信がご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
2007-06-21,jigフォトver1.0.2リリース,"jigフォトをバージョンアップしました。最新バージョンは1.0.2です。
修正点は以下の通りです。
・赤外線送受信機能を追加
・待受画像に設定機能を追加
・端末への保存、読込み機能を追加"
2007-06-21,jigブラウザ TOOLver1.1.0リリース,"jigブラウザ TOOLをバージョンアップしました。最新バージョンは1.1.0です。
修正点は以下の通りです。
・jigletの機能を追加(詳細はjiglet開発キット更新履歴を参照)"
2007-06-21,jigブラウザver7.5.8リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.5.8となっております。
DoCoMoの方はバージョンアップを、au、SoftBankの方は再ダウンロードをお願いします。
【DoCoMo 90Xi/703i/F702iD、au W11H/W11K/A5403CA/A5406CA/A5407CA、SoftBank】
・SoftBank 912SHの横画面に対応(横向き表示ショートカットの追加)
・MENU＞設定＞カーソル設定に二度押し設定を追加
・jigletの機能を追加(詳細はjiglet開発キット更新履歴を参照)
・サイドキーでスクロールするように変更(DoCoMo N/Pシリーズのみ)"
2007-06-25,jigアドレス サーバメンテナンス延長,サーバのメンテナンス作業に予定より時間がかかっており、メンテナンス時間を１時間延長し、終了予定時刻を13:00とさせていただきます。長らくご不便をおかけしまして大変申し訳ございません。今しばらくお待ちください。
2007-06-26,サーバ側の修正,"サーバ側の修正
サーバ側の変更を行いました。アプリのバージョンアップは不要です。
修正点は以下になります。
・CSSレイアウトが有効な場合、mailtoリンクが利用できない不具合の修正"
2007-06-28,jigブラウザVer5.4.6リリース,"jigブラウザの最新版を公開しました。最新バージョンは5.4.6となっております。
【DoCoMo N904i/N903i】
・メニューのフォントを拡大"
2007-06-28,jigブラウザver7.5.9リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.5.9となっております。
DoCoMoの方はバージョンアップを、SoftBankの方は再ダウンロードをお願いします。
【DoCoMo D904i/SH904i/P904i、SoftBank】
・SoftBank 912SH専用横画面版をリリース
・ショートカット/操作メニューにモーショントラッキング(モーションセンサー)が表示されない不具合を修正(DoCoMo D904i/SH904i/P904i)"
2007-07-02,Edy決済サービス定期メンテナンス,7/18(水)2:00～7:00、Edyサーバ定期メンテナンスのため、Edy決済がご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
2007-07-04,jigブラウザver7.6.0リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.6.0となっております。
DoCoMoの方はバージョンアップを、auの方は再ダウンロードをお願いします。
【DoCoMo SO903iTV】
・DoCoMo SO903iTVの大画面に対応"
2007-07-11,jigブラウザHOMEver1.0.1リリース,"jigブラウザHOMEをバージョンアップしました。最新バージョンは1.0.1です。 
修正点は以下の通りです。
・アイコンにRSSを追加
・待受け時のRSS更新間隔を3時間から6時間に変更
・待受け時のRSS情報がスムーズにスクロール表示するように修正"
2007-07-20,jigお店サーチリリース,"jigお店サーチの提供を開始致しました。jigお店サーチとは、飲食店からATM、郵便局、駐車場、美容室まで、1000万件以上の情報量を持つ地域情報検索サービスを携帯から簡単・便利にお使い頂ける jigletです。「店名・キーワード」と「場所・地名」を入力して「検索」ボタンをクリックすることで検索結果が表示され、さらにその店舗までの乗換検索や電話番号発信、地図表示もスムーズに行うことが可能です。
詳細及びダウンロードは、こちらをご覧下さい。
※ケータイサイトでご覧の方はこちら
※対応機種は、DoCoMo 90Xi/800i/70Xiシリーズ、auW11H/W11K/A5403CA/A5406CA/A5407CA、SoftBank3Gシリーズ、WILLCOM W-ZERO3シリーズとなります。"
2007-07-26,ゲームチャンネルリニューアルに伴うメンテナンス,"7/31(火)22:00～8/1(水)3:00、ゲームチャンネルリニューアルに伴うメンテナンス作業のため、jigブラウザのソフトバンク通話料合算払いでの利用登録手続きおよび退会手続きをお取りいただけない状態となります。月末にご解約予定のお客様はメンテナンス時間前に退会手続きをしていただけますようお願い致します。
ご迷惑をおかけ致しますが、宜しくお願い申し上げます。"
2007-07-26,jigお店サーチver1.0.1リリース,"jigお店サーチをバージョンアップしました。最新バージョンは1.0.1です。 
修正点は以下の通りです。
・検索TOP画面にてクリアキーでjigletを終了するように変更
・jiglet起動後に90度回転するとレイアウトが崩れる不具合を修正"
2007-07-26,jigブラウザver7.6.1リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.6.1となっております。 
DoCoMoの方はバージョンアップを、auの方は再ダウンロードをお願いします。 
【DoCoMo 90Xi/703i/F702iD、au W11H/W11K/A5403CA/A5406CA/A5407CA】
・お気に入りの操作メニューに「一番上へ」を追加
・TOOLの操作メニューに「一番上へ」を追加
・TOOLの操作メニューに「並び替え設定」を追加
　→自動並び替えなし(手動)、起動順、サイズ順(昇順/降順)で並び替えが可能
・お気に入りなどの各操作メニューに数字キーショートカットを割当
・新タスクにカーソルを合わせた時「タスク終了」と表示される不具合を修正"
2007-07-31,サーバ側の修正,"サーバ側の変更を行いました。アプリのバージョンアップは不要です。 
修正点は以下になります。 
・一部のBASIC認証が正常に利用できない不具合を修正

【CSSレイアウト:有効】 
・フレームで分割されたページでスクロールができなくなる不具合を修正
・コンポーネントが絶対配置されている一部のサイトが表示できない不具合を修正"
2007-08-01,jigletバージョンアップのお知らせ,"地図、Yahoo!地図情報、辞書検索をバージョンアップしました。最新バージョン及び修正点は以下の通りです。
地図ver1.0.2
・検索結果が標準地図を選択した状態で表示されるように変更
・都道府県や種別を選択した時、正常に検索できない不具合を修正
・VGA端末用にレイアウトを修正

Yahoo!地図情報ver1.0.1
・検索結果が標準地図を選択した状態で表示されるように変更
・都道府県や種別を選択した時、正常に検索できない不具合を修正
・TOOL起動時に履歴の参照や都道府県選択をするとバックに選択画面が残る不具合を修正

辞書検索ver1.0.1
・VGA端末でレイアウトが崩れる不具合を修正"
2007-08-05,サーバ障害のお知らせ,お客様番号の末尾が1014のお客様へ。8/5(日)16:46～19:46、システム障害によりご利用いただけない状況となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2007-08-07,jigポッドキャスト サーバ側の修正,"jigポッドキャスト サーバ側の変更を行いました。jigletのバージョンアップは不要です。 
修正点は以下になります。 
・追加から2ヶ月以上経過したプログラムを削除するように変更"
2007-08-07,Edy決済サービス定期メンテナンス,8/15(水)2:00～7:00、Edyサーバ定期メンテナンスのため、Edy決済がご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
2007-08-07,jigメーラー サーバ側の修正,"jigメーラー サーバ側の変更を行いました。jigletのバージョンアップは不要です。 
修正点は以下になります。 
・HTMLメールの場合、本文にHTML内の文章を表示するように変更
・一部のメールの本文が正常に取得できない不具合を修正"
2007-08-08,jigお店サーチver1.0.2リリース,"jigお店サーチをバージョンアップしました。最新バージョンは1.0.2です。 
修正点は以下の通りです。 
・一部の端末で検索中にフリーズする不具合を修正"
2007-08-08,待受jiglet02ver1.0.3リリース,"待受jiglet02をバージョンアップしました。最新バージョンは1.0.3です。 
修正点は以下の通りです。 
・アイコンにカーソルがあっている状態で、ショートカットが動作しない不具合を修正
・RSSや検索からショートカットを利用した場合、カーソルが上部に残る不具合を修正
・アイコン操作後、ソフトラベルの「戻る」が残る不具合を修正
・jiglet起動後、ショートカットで90度回転するとオススメサイトでスクロールがずれる不具合を修正"
2007-08-09,jigletバージョンアップのお知らせ,"地図、Yahoo!地図情報をバージョンアップしました。最新バージョン及び修正点は以下の通りです。
地図ver1.0.3/Yahoo!地図情報ver1.0.2
・都道府県選択で群馬以降を選択した場合、正常に検索できない不具合を修正"
2007-08-09,jigブラウザver7.6.2リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.6.2となっております。 
DoCoMoの方はバージョンアップを、auの方は再ダウンロードをお願いします。 
【DoCoMo 90Xi/703i/F702iD、au W11H/W11K/A5403CA/A5406CA/A5407CA】  
・展開処理高速化
・jiglet起動中のMENUにURLや履歴などを追加
・縮小ビューにスクロールバーを追加(メガiアプリのみ)
・jigletにモーショントラッキング(モーションセンサー)対応機能を追加(DoCoMo D904i/SH904i/P904i)
・一部サイトのプルダウンでフリーズする不具合を修正
・画面回転時、二度押しスクロールの方向が一致しない不具合を修正
・2度押しスクロールが有効時、スピードセレクタ使用中に画面スクロールする不具合を修正(DoCoMo Dシリーズのみ)"
2007-08-16,サーバ障害のお知らせ,お客様番号の末尾が1014のお客様へ。8/16(木)8:08～9:27、システム障害によりご利用いただけない状況となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2007-08-17,サーバ障害のお知らせ,お客様番号の末尾が1014のお客様へ。8/17(金)11:55～15:45、システム障害によりご利用いただけない状況となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2007-08-18,jigブラウザサイトのアクセス障害,8/17(金)21時頃～8/18(土)0時頃まで、jigブラウザのPCサイト/携帯サイトの閲覧が断続的にできない状態になっておりました。現在は復旧し、正常に閲覧いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2007-08-18,サーバ障害のお知らせ,お客様番号の末尾が1014のお客様へ。8/17(金)21:13～8/18(土)00:04、システム障害によりご利用いただけない状況となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2007-08-23,SoftBank912SH専用横画面版ダウンロード不具合,"現在、SoftBank 912SH専用横画面版ver.7.6.3がダウンロードできない不具合が発生しております。ご迷惑をおかけ致しており大変申し訳ありません。現在、復旧作業を行っており、一時的に横画面版のみver7.5.9の古いバージョンをダウンロードできるよう措置を取らせて頂きました。
復旧が確認できましたら再度お知らせ致しますので、何卒よろしくお願い致します。"
2007-08-23,jigブラウザver7.6.3リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.6.3となっております。 
SoftBankの方は再ダウンロードをお願いします。 
【SoftBank】 
・展開処理高速化
・jiglet起動中のMENUにURLや履歴などを追加 
・縮小ビューにスクロールバーを追加
・お気に入りの操作メニューに「一番上へ」を追加
・TOOLの操作メニューに「一番上へ」を追加
・TOOLの操作メニューに「並び替え設定」を追加
　→自動並び替えなし(手動)、起動順、サイズ順(昇順/降順)で並び替えが可能 
・お気に入りなどの各操作メニューに数字キーショートカットを割当 
・一部サイトのプルダウンでフリーズする不具合を修正
・画面回転時、二度押しスクロールの方向が一致しない不具合を修正 
・新タスクにカーソルを合わせた時「タスク終了」と表示される不具合を修正"
2007-08-24,SoftBank912SH専用横画面版ダウンロード不具合復旧,ダウンロードできない不具合が発生しておりましたSoftBank 912SH専用横画面版ver.7.6.3につきましては、現在復旧し、正常にご利用頂ける状態となっております。この度はご迷惑をおかけ致しまして、大変申し訳ございませんでした。
2007-08-25,緊急サーバメンテナンスのお知らせ,お客様番号の末尾が1014のお客様へ。8/27(月)10:00～12:00緊急サーバメンテナンスとしてサーバ交換を行うため、jigブラウザがご利用いただけなくなります。ご迷惑をお掛け致しますが、宜しくお願い申し上げます。
2007-08-25,サーバ障害のお知らせ,お客様番号の末尾が1014のお客様へ。8/25(土)6:41～7:30の間、ハードウェア障害によりご利用いただけない状況となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2007-08-30,jigブラウザ TOOLver1.1.1リリース,"jigブラウザ TOOLをバージョンアップしました。最新バージョンは1.1.1です。 
修正点は以下の通りです。 
・一部jigletが正常に動作しない不具合を修正"
2007-09-07,jigポッドキャストがポルトガル語に対応,"jigポッキャストをバージョンアップし、ポルトガル語に対応しました。最新バージョンは1.0.5です。
jigブラウザにて、MENU＞設定＞表示設定＞Languageよりportuguesを選択することで表示の切替えが可能となります。"
2007-09-07,サーバ障害のお知らせ,"お客様番号の末尾が1032、2099、2100のお客様へ。9/6(木)19:00～22:27の間、DNS設定ミスによる外部接続障害によりご利用いただけない状況となっておりました。大変申し訳ありません。
現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。"
2007-09-13,jigブラウザver7.6.4リリース,"jigブラウザの最新版を公開しました。最新バージョンは7.6.4となっております。 
DoCoMoの方はバージョンアップを、au、SoftBankの方は再ダウンロードをお願いします。 
【DoCoMo 90Xi/703i/F702iD、au W11H/W11K/A5403CA/A5406CA/A5407CA、SoftBank】
・決定ボタン長押しで表示されるメニューに数字キーショートカットを追加(メガiアプリとSoftBankのみ)
・tel:リンクに対応
・一部のjigletが正常に動作しない不具合を修正(SoftBankのみ)"
2007-09-14,jigブラウザHOMEver1.0.2リリース,"jigブラウザHOMEをバージョンアップしました。最新バージョンは1.0.2です。 
修正点は以下の通りです。 
・jigスケジューラ for Google カレンダーがjiglet一覧に存在する場合に、スケジューラ起動先をjigスケジューラ for Google カレンダーに変更"
2007-09-14,jigスケジューラ for Google カレンダーリリース,"Googleが提供する無料スケジュール管理サービス“Google CalendarTM”と同期可能なjigスケジューラ for Google カレンダーの提供を開始致しました。
jigスケジューラ for Google カレンダーを利用することで、PC上で登録した“Google CalendarTM”の予定を携帯電話から閲覧・編集することができるほか、新規予定の作成も可能です。また、PCを持っていなくても「jigブラウザ」を通してGoogleアカウントを作成することで同サービスを利用することができます。
詳細及びダウンロードは、こちらをご覧下さい。
※対応機種は、DoCoMo 90Xi/800i/70Xiシリーズ、au WINシリーズ(EZアプリ(Java)対応機種)、SoftBank 3Gシリーズ(804NK/802SE/705NK/V801シリーズを除く)、WILLCOM W-ZERO3シリーズとなります。
※Google CalendarTMはGoogle Inc. の商標です。"
2007-09-20,メールサーバの不具合復旧のお知らせ,"9/20(木)10:00頃～13:00、メールサーバの不具合により、弊社にてお問い合わせ等のメール受付ができない状況となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけして大変申し訳ありませんでした。
その間、弊社宛にメールを送られた方は、お手数ですが再度お送りくださいますようお願い致します。"
2007-09-20,メールサーバの不具合について,現在メールサーバの不具合により、弊社にてお問い合わせ等のメール受付ができない状況となっております。ご迷惑をおかけして、誠に申し訳ございません。現在、復旧作業を行っております。復旧が確認できましたら再度お知らせ致しますので、何卒よろしくお願い申し上げます。
2007-09-29,サーバ障害のお知らせ,お客様番号の末尾が1015のお客様へ。9/29(土)19:45～21:05の間、ハードウェア障害によりご利用いただけない状況となっておりました。現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。
2007-10-05,jigスケジューラ for Google カレンダー サーバ側の修正,"jigスケジューラ for Google カレンダー サーバ側の変更を行いました。jigletのバージョンアップは不要です。
修正点は以下の通りです。
・PCで選択されていないカレンダーを表示しないように修正
・重複したスケジュールの登録を禁止"
2007-10-09,SoftBank一部端末におけるダウンロード不具合復旧,ダウンロードできない不具合が発生しておりましたSoftBankの一部端末につきましては、現在復旧し、正常にご利用頂ける状態となっております。この度はご迷惑をおかけ致しまして、大変申し訳ございませんでした。
2007-10-09,SoftBank一部端末における不具合について,"10/9(火)6:00頃～、SoftBankの一部端末においてjigブラウザをダウンロードできない不具合が発生しております。ご迷惑をおかけ致しており大変申し訳ありません。現在、復旧作業を行っております。復旧が確認できましたら再度お知らせ致しますので、何卒よろしくお願い致します。
また、10/9(火)6:00頃～11:00頃、サーバ設定の不具合のためSoftBankの一部端末においてjigブラウザをご利用頂けない状況となっておりました。こちらは現在復旧し、正常にご利用頂ける状態となっております。"
2007-10-09,サーバ障害のお知らせ,"お客様番号の末尾が2010のお客様へ。10/9(火)8:04～9:33、ハードウェア障害によりご利用いただけない状況となっておりました。大変申し訳ありません。 
現在は復旧し正常にご利用いただけます。この度はご迷惑をおかけし誠に申し訳ありませんでした。"
2007-10-10,jigletブログパーツリリース,"jigletブログパーツの提供を開始致しました。jigletブログパーツとは、jigブラウザのプラグインとして携帯電話上で提供しているjigletを、ブログパーツとしてPC上でも使うことができるサービスです。
「jigブラウザ」をjigletでカスタマイズするように、ゲームや時計など約100種類の豊富なjigletブログパーツを使って、PC上でブログをカスタマイズすることが可能です。
ブログパーツの使い方はこちら。
※携帯からアクセスする場合はjigブラウザからご覧下さい。"
2007-10-11,サーバ側の修正,"サーバ側の変更を行いました。アプリのバージョンアップは不要です。 
修正点は以下になります。 
・特定のCookieを正常に処理できない不具合を修正

【CSSレイアウト:有効】 
・画像の幅高さをスタイルシートで指定できない不具合を修正
・position:absoluteで配置されているコンポーネントの左マージンが無効になる不具合を修正
・baseタグが正常に認識されていない不具合を修正
・負のマージンが設定されたテーブルを表示できない不具合を修正
・背景画像の位置指定でパーセント数値を指定されていた場合に正常に表示できない不具合を修正"
2007-10-16,モバイルSuicaシステムメンテナンス,11/12(月)2:00～4:00、モバイルSuicaシステムの定期メンテナンス作業のため、モバイルSuicaネット決済がご利用いただけません。ご迷惑をおかけ致しますが、宜しくお願い申し上げます。
